,,estimate
BKTI,2018-11-07,
BKTI,2019-02-27,
BKTI,2019-05-08,
BKTI,2019-08-06,
BKTI,2019-11-06,
BKTI,2020-03-04,
BKTI,2020-05-13,
BKTI,2020-08-05,
BKTI,2020-11-12,
BKTI,2021-03-03,
BKTI,2021-05-13,
BKTI,2021-08-12,
BKTI,2021-11-11,
BKTI,2022-03-17,
BKTI,2022-05-12,
BKTI,2022-08-11,
BKTI,2022-11-03,
BKTI,2023-03-16,
BKTI,2023-05-04,
BKTI,2023-08-10,
BKTI,2023-11-09,
BKTI,2024-03-14,
BKTI,2024-05-09,
BKTI,2024-08-08,
BKTI,2024-11-14,
BKU,2015-01-22,0.44
BKU,2015-04-23,0.44
BKU,2015-07-23,0.43
BKU,2015-10-21,0.49
BKU,2016-01-21,0.48
BKU,2016-04-20,0.52
BKU,2016-07-20,0.51
BKU,2016-10-20,0.53
BKU,2017-01-25,0.55
BKU,2017-04-25,0.56
BKU,2017-07-26,0.57
BKU,2017-10-31,0.59
BKU,2018-01-23,0.62
BKU,2018-04-25,0.72
BKU,2018-07-24,0.79
BKU,2018-10-24,0.86
BKU,2019-01-23,0.6
BKU,2019-04-24,0.64
BKU,2019-07-24,0.68
BKU,2019-10-23,0.71
BKU,2020-01-23,0.71
BKU,2020-04-29,0.56
BKU,2020-07-29,0.21
BKU,2020-10-28,0.62
BKU,2021-01-21,0.71
BKU,2021-04-22,0.74
BKU,2021-07-22,0.84
BKU,2021-10-21,0.88
BKU,2022-01-20,1.14
BKU,2022-04-21,0.85
BKU,2022-07-21,0.9
BKU,2022-10-20,1.01
BKU,2023-01-19,1.11
BKU,2023-04-25,0.93
BKU,2023-07-25,0.79
BKU,2023-10-19,0.71
BKU,2024-01-26,0.72
BKU,2024-04-17,0.62
BKU,2024-07-18,0.65
BKU,2024-10-22,0.73
BKU,2025-01-22,0.71
BKV,2024-11-12,0.32
BKYI,2015-05-13,
BKYI,2015-08-14,
BKYI,2015-11-16,
BKYI,2016-03-30,
BKYI,2016-05-16,
BKYI,2016-08-15,
BKYI,2016-11-14,0.01
BKYI,2017-05-15,
BKYI,2017-08-14,
BKYI,2017-11-14,
BKYI,2018-03-29,
BKYI,2018-05-15,
BKYI,2018-08-14,
BKYI,2018-11-14,
BKYI,2019-04-01,
BKYI,2019-05-15,
BKYI,2019-08-14,
BKYI,2019-11-14,
BKYI,2020-05-15,
BKYI,2020-06-08,
BKYI,2020-08-14,
BKYI,2020-11-12,
BKYI,2021-03-25,
BKYI,2021-05-14,
BKYI,2021-08-16,
BKYI,2021-11-15,
BKYI,2022-03-29,
BKYI,2022-05-16,
BKYI,2022-08-12,
BKYI,2022-11-14,
BKYI,2023-03-31,
BKYI,2023-05-16,
BKYI,2023-08-14,
BKYI,2023-10-25,
BKYI,2024-06-14,
BKYI,2024-08-14,
BKYI,2024-11-14,
BL,2016-11-30,0.15
BL,2017-02-23,0.16
BL,2017-05-04,0.14
BL,2017-08-03,0.15
BL,2017-11-02,0.19
BL,2018-02-15,0.09
BL,2018-05-03,0.1
BL,2018-08-02,0.08
BL,2018-11-01,0.08
BL,2019-02-14,0.09
BL,2019-05-02,0.12
BL,2019-08-01,0.09
BL,2019-11-06,0.1
BL,2020-02-13,0.05
BL,2020-04-30,0.13
BL,2020-08-06,0.07
BL,2020-10-29,0.09
BL,2021-02-11,0.16
BL,2021-05-06,0.19
BL,2021-08-05,0.17
BL,2021-11-04,0.16
BL,2022-02-10,0.18
BL,2022-05-05,0.37
BL,2022-08-04,0.23
BL,2022-11-03,0.19
BL,2023-02-14,0.12
BL,2023-05-04,0.1
BL,2023-08-08,0.01
BL,2023-11-02,0.07
BL,2024-02-13,0.26
BL,2024-05-07,0.22
BL,2024-08-06,0.24
BL,2024-11-07,0.21
BL,2025-02-11,0.19
BLBD,2015-05-19,
BLBD,2015-08-18,
BLBD,2015-12-15,
BLBD,2016-02-09,0.03
BLBD,2016-05-23,0.13
BLBD,2016-08-04,0.51
BLBD,2016-12-13,0.43
BLBD,2017-02-09,0.11
BLBD,2017-05-11,0.15
BLBD,2017-08-03,0.58
BLBD,2017-12-06,0.52
BLBD,2018-02-07,0.02
BLBD,2018-05-10,0.2
BLBD,2018-08-08,0.69
BLBD,2018-12-06,0.66
BLBD,2019-02-06,0.04
BLBD,2019-05-09,0.14
BLBD,2019-08-07,
BLBD,2019-12-11,0.77
BLBD,2020-02-12,0.01
BLBD,2020-05-14,0.22
BLBD,2020-08-12,0.12
BLBD,2020-12-16,0.33
BLBD,2021-02-10,0.04
BLBD,2021-05-12,0.08
BLBD,2021-08-12,0.43
BLBD,2021-12-15,0.15
BLBD,2022-02-09,0.33
BLBD,2022-05-12,0.08
BLBD,2022-08-10,0.25
BLBD,2023-02-08,0.26
BLBD,2023-05-11,0.09
BLBD,2023-08-09,0.24
BLBD,2023-12-11,0.46
BLBD,2024-02-07,0.34
BLBD,2024-05-08,0.31
BLBD,2024-08-07,0.43
BLBD,2024-11-25,0.73
BLBD,2025-02-05,0.82
BLBX,2022-03-31,0.05
BLBX,2022-05-16,0.05
BLBX,2022-08-15,0.08
BLBX,2022-11-15,0.07
BLBX,2023-04-14,
BLBX,2023-05-15,
BLBX,2023-08-14,
BLBX,2023-11-14,
BLBX,2024-04-01,
BLBX,2024-05-15,
BLBX,2024-08-15,
BLBX,2024-11-14,
BLCO,2022-05-16,
BLCO,2022-08-04,0.2
BLCO,2022-11-02,0.23
BLCO,2023-02-22,0.22
BLCO,2023-05-03,0.14
BLCO,2023-08-02,0.16
BLCO,2023-11-01,0.18
BLCO,2024-02-21,0.17
BLCO,2024-05-01,0.09
BLCO,2024-07-31,0.13
BLCO,2024-10-30,0.16
BLCO,2025-02-19,0.24
BLD,2015-08-11,0.32
BLD,2015-11-03,0.47
BLD,2016-03-03,0.51
BLD,2016-05-11,0.15
BLD,2016-08-04,0.44
BLD,2016-11-09,0.62
BLD,2017-02-28,0.57
BLD,2017-05-09,0.38
BLD,2017-08-08,0.58
BLD,2017-11-07,0.82
BLD,2018-02-27,0.81
BLD,2018-05-08,0.67
BLD,2018-08-07,0.98
BLD,2018-11-06,1.21
BLD,2019-02-26,1.21
BLD,2019-05-07,0.82
BLD,2019-08-01,1.28
BLD,2019-10-31,1.4
BLD,2020-02-25,1.4
BLD,2020-05-05,1.27
BLD,2020-08-04,1.19
BLD,2020-11-03,1.75
BLD,2021-02-23,1.9
BLD,2021-05-06,1.93
BLD,2021-08-03,2.49
BLD,2021-11-02,3.05
BLD,2022-02-22,2.99
BLD,2022-05-05,2.85
BLD,2022-08-02,3.77
BLD,2022-11-01,4.09
BLD,2023-02-23,4.02
BLD,2023-05-04,4.06
BLD,2023-08-03,4.3
BLD,2023-10-31,4.59
BLD,2024-02-28,4.6
BLD,2024-05-07,4.56
BLD,2024-08-06,5.68
BLD,2024-11-05,5.62
BLDE,2021-05-17,
BLDE,2021-08-16,
BLDE,2021-12-20,0.14
BLDE,2022-02-10,0.21
BLDE,2022-05-10,0.21
BLDE,2022-08-09,0.13
BLDE,2022-11-10,0.14
BLDE,2023-03-15,0.19
BLDE,2023-05-11,0.21
BLDE,2023-08-09,0.14
BLDE,2023-11-08,0.1
BLDE,2024-03-12,0.13
BLDE,2024-05-07,0.13
BLDE,2024-08-07,0.06
BLDE,2024-11-12,0.06
BLDP,2015-02-25,0.06
BLDP,2015-04-28,0.14
BLDP,2015-07-28,0.06
BLDP,2015-10-27,0.04
BLDP,2016-02-24,0.03
BLDP,2016-04-26,0.04
BLDP,2016-07-26,0.04
BLDP,2016-10-25,0.03
BLDP,2017-03-01,0.02
BLDP,2017-05-01,0.02
BLDP,2017-08-02,0.02
BLDP,2017-11-01,0.01
BLDP,2018-02-28,0.0
BLDP,2018-05-01,0.02
BLDP,2018-08-01,0.04
BLDP,2018-10-31,0.02
BLDP,2019-03-06,0.02
BLDP,2019-05-01,0.04
BLDP,2019-07-31,0.04
BLDP,2019-10-30,0.03
BLDP,2020-03-04,0.04
BLDP,2020-05-05,0.04
BLDP,2020-08-05,0.04
BLDP,2020-11-05,0.05
BLDP,2021-03-10,0.04
BLDP,2021-05-03,0.05
BLDP,2021-08-05,0.05
BLDP,2021-11-08,0.06
BLDP,2022-03-11,0.08
BLDP,2022-05-09,0.11
BLDP,2022-08-10,0.12
BLDP,2022-11-07,0.14
BLDP,2023-03-17,0.15
BLDP,2023-05-10,0.13
BLDP,2023-08-09,0.13
BLDP,2023-11-07,0.13
BLDP,2024-03-11,0.12
BLDP,2024-05-07,0.13
BLDP,2024-08-12,0.13
BLDP,2024-11-05,0.13
BLDR,2015-02-19,0.04
BLDR,2015-04-23,0.01
BLDR,2015-07-23,0.04
BLDR,2015-11-05,0.14
BLDR,2016-03-03,0.08
BLDR,2016-05-05,0.13
BLDR,2016-08-04,0.32
BLDR,2016-11-03,0.36
BLDR,2017-02-28,0.08
BLDR,2017-05-08,0.05
BLDR,2017-08-03,0.34
BLDR,2017-11-08,0.37
BLDR,2018-02-28,0.17
BLDR,2018-05-09,0.16
BLDR,2018-08-07,0.56
BLDR,2018-11-01,0.59
BLDR,2019-02-28,0.43
BLDR,2019-05-02,0.22
BLDR,2019-08-01,0.48
BLDR,2019-10-31,0.6
BLDR,2020-02-20,0.35
BLDR,2020-04-30,0.28
BLDR,2020-07-30,0.27
BLDR,2020-10-29,0.63
BLDR,2021-02-26,0.92
BLDR,2021-05-06,0.81
BLDR,2021-08-05,1.41
BLDR,2021-11-04,1.56
BLDR,2022-03-01,1.89
BLDR,2022-05-10,2.15
BLDR,2022-08-01,3.0
BLDR,2022-11-08,3.53
BLDR,2023-02-28,2.37
BLDR,2023-05-03,1.63
BLDR,2023-08-02,2.69
BLDR,2023-11-01,4.05
BLDR,2024-02-22,2.7
BLDR,2024-05-07,2.42
BLDR,2024-08-06,3.14
BLDR,2024-11-05,3.09
BLDR,2025-02-20,2.24
BLFS,2015-03-12,0.08
BLFS,2015-05-07,0.09
BLFS,2015-08-06,0.09
BLFS,2015-11-12,0.12
BLFS,2016-02-25,0.11
BLFS,2016-05-12,
BLFS,2016-08-11,
BLFS,2016-11-10,0.08
BLFS,2017-03-09,0.08
BLFS,2017-05-11,0.06
BLFS,2017-08-10,0.06
BLFS,2017-11-09,0.07
BLFS,2018-03-08,0.06
BLFS,2018-05-10,0.03
BLFS,2018-08-09,0.03
BLFS,2018-11-08,0.04
BLFS,2019-03-14,0.04
BLFS,2019-05-09,0.03
BLFS,2019-08-08,0.02
BLFS,2019-11-12,0.01
BLFS,2020-03-11,0.02
BLFS,2020-05-14,0.0
BLFS,2020-08-06,0.0
BLFS,2020-11-05,0.02
BLFS,2021-03-22,0.02
BLFS,2021-05-13,0.01
BLFS,2021-08-12,0.03
BLFS,2021-11-11,0.02
BLFS,2022-02-28,0.07
BLFS,2022-05-09,0.13
BLFS,2022-08-09,0.19
BLFS,2022-11-09,0.12
BLFS,2023-03-16,0.16
BLFS,2023-05-10,0.1
BLFS,2023-08-08,0.02
BLFS,2023-11-09,0.25
BLFS,2024-02-29,0.24
BLFS,2024-05-09,0.26
BLFS,2024-08-08,0.14
BLFS,2024-11-12,0.09
BLFY,2021-07-23,
BLFY,2021-10-22,
BLFY,2022-01-26,
BLFY,2022-04-27,
BLFY,2022-07-27,
BLFY,2022-10-26,
BLFY,2023-01-25,
BLFY,2023-04-26,
BLFY,2023-07-26,0.1
BLFY,2023-10-25,0.12
BLFY,2024-01-24,0.14
BLFY,2024-04-24,0.2
BLFY,2024-07-24,0.19
BLFY,2024-10-23,0.17
BLFY,2025-01-29,0.17
BLIN,2015-02-12,0.07
BLIN,2015-05-14,0.35
BLIN,2015-08-14,0.42
BLIN,2015-12-23,0.22
BLIN,2016-02-11,0.15
BLIN,2016-05-12,0.14
BLIN,2016-08-15,0.11
BLIN,2016-12-14,0.05
BLIN,2017-02-13,0.03
BLIN,2017-05-15,0.03
BLIN,2017-08-14,0.14
BLIN,2017-12-19,0.1
BLIN,2018-02-14,
BLIN,2018-05-15,
BLIN,2018-08-14,
BLIN,2018-12-28,0.02
BLIN,2019-02-14,
BLIN,2019-05-15,
BLIN,2019-08-14,
BLIN,2019-12-27,
BLIN,2020-02-13,
BLIN,2020-05-14,
BLIN,2020-08-13,
BLIN,2020-12-23,0.03
BLIN,2021-02-11,0.03
BLIN,2021-05-17,0.04
BLIN,2021-08-16,0.05
BLIN,2021-12-20,
BLIN,2022-02-10,0.07
BLIN,2022-05-12,0.06
BLIN,2022-08-11,0.06
BLIN,2022-12-20,
BLIN,2023-02-14,0.04
BLIN,2023-05-15,0.04
BLIN,2023-08-11,0.07
BLIN,2023-12-27,0.06
BLIN,2024-02-14,0.06
BLIN,2024-05-14,0.06
BLIN,2024-08-14,0.05
BLIN,2024-12-23,0.05
BLIN,2025-02-13,0.05
BLK,2015-01-15,4.68
BLK,2015-04-16,4.51
BLK,2015-07-15,4.8
BLK,2015-10-14,4.51
BLK,2016-01-15,4.82
BLK,2016-04-14,4.29
BLK,2016-07-14,4.79
BLK,2016-10-18,5.05
BLK,2017-01-13,5.02
BLK,2017-04-19,4.94
BLK,2017-07-17,5.39
BLK,2017-10-11,5.59
BLK,2018-01-12,6.07
BLK,2018-04-12,6.41
BLK,2018-07-16,6.6
BLK,2018-10-16,6.93
BLK,2019-01-16,6.35
BLK,2019-04-16,6.2
BLK,2019-07-19,6.52
BLK,2019-10-15,6.95
BLK,2020-01-15,7.67
BLK,2020-04-16,6.69
BLK,2020-07-17,6.9
BLK,2020-10-13,7.81
BLK,2021-01-14,9.17
BLK,2021-04-15,7.64
BLK,2021-07-14,9.33
BLK,2021-10-13,9.54
BLK,2022-01-14,10.23
BLK,2022-04-13,8.92
BLK,2022-07-15,7.94
BLK,2022-10-13,7.7
BLK,2023-01-13,7.99
BLK,2023-04-14,7.71
BLK,2023-07-14,8.47
BLK,2023-10-13,8.47
BLK,2024-01-12,8.84
BLK,2024-04-12,9.42
BLK,2024-07-15,9.96
BLK,2024-10-11,10.42
BLK,2025-01-15,11.27
BLKB,2015-02-10,0.28
BLKB,2015-04-29,0.23
BLKB,2015-07-29,0.3
BLKB,2015-10-28,0.31
BLKB,2016-02-09,0.3
BLKB,2016-04-27,0.33
BLKB,2016-08-01,0.38
BLKB,2016-11-01,0.37
BLKB,2017-02-08,0.44
BLKB,2017-05-01,0.34
BLKB,2017-07-31,0.38
BLKB,2017-10-25,0.36
BLKB,2018-02-06,0.44
BLKB,2018-04-30,0.42
BLKB,2018-07-30,0.47
BLKB,2018-10-29,0.33
BLKB,2019-02-06,0.36
BLKB,2019-04-30,0.28
BLKB,2019-07-30,0.29
BLKB,2019-10-28,0.26
BLKB,2020-02-10,0.24
BLKB,2020-05-05,0.19
BLKB,2020-07-29,0.24
BLKB,2020-10-28,0.38
BLKB,2021-02-08,0.4
BLKB,2021-04-28,0.33
BLKB,2021-08-03,0.19
BLKB,2021-11-03,0.13
BLKB,2022-02-22,0.24
BLKB,2022-05-03,0.19
BLKB,2022-08-02,0.19
BLKB,2022-11-01,0.15
BLKB,2023-02-13,0.13
BLKB,2023-05-03,0.28
BLKB,2023-08-01,0.48
BLKB,2023-10-31,0.52
BLKB,2024-02-12,0.57
BLKB,2024-04-30,0.4
BLKB,2024-07-30,0.54
BLKB,2024-10-30,0.64
BLKB,2025-02-18,0.71
BLMN,2015-02-19,0.27
BLMN,2015-05-05,0.54
BLMN,2015-08-04,0.27
BLMN,2015-11-03,0.13
BLMN,2016-02-17,0.29
BLMN,2016-04-26,0.5
BLMN,2016-07-29,0.29
BLMN,2016-10-28,0.2
BLMN,2017-02-17,0.31
BLMN,2017-04-26,0.52
BLMN,2017-07-26,0.28
BLMN,2017-11-03,0.15
BLMN,2018-02-22,0.39
BLMN,2018-04-26,0.58
BLMN,2018-07-30,0.3
BLMN,2018-10-29,0.08
BLMN,2019-02-14,0.27
BLMN,2019-04-26,0.73
BLMN,2019-07-31,0.35
BLMN,2019-11-06,0.1
BLMN,2020-02-18,0.35
BLMN,2020-05-08,0.14
BLMN,2020-07-24,1.15
BLMN,2020-10-23,0.34
BLMN,2021-02-18,0.07
BLMN,2021-04-29,0.34
BLMN,2021-07-30,0.67
BLMN,2021-11-02,0.57
BLMN,2022-02-18,0.52
BLMN,2022-04-29,0.74
BLMN,2022-07-29,0.63
BLMN,2022-10-28,0.33
BLMN,2023-02-16,0.63
BLMN,2023-04-28,0.89
BLMN,2023-08-01,0.63
BLMN,2023-11-03,0.41
BLMN,2024-02-23,0.68
BLMN,2024-05-07,0.75
BLMN,2024-08-06,0.57
BLMN,2024-11-08,0.19
BLND,2021-08-19,0.14
BLND,2021-11-10,0.14
BLND,2022-03-31,0.26
BLND,2022-05-12,0.22
BLND,2022-08-15,0.23
BLND,2022-11-10,0.21
BLND,2023-03-16,0.18
BLND,2023-05-09,0.25
BLND,2023-08-09,0.19
BLND,2023-11-07,0.14
BLND,2024-03-14,0.1
BLND,2024-05-08,0.12
BLND,2024-08-08,0.1
BLND,2024-11-06,0.06
BLNE,2016-04-13,
BLNE,2016-05-16,
BLNE,2016-08-15,
BLNE,2016-11-14,0.21
BLNE,2017-04-03,0.14
BLNE,2017-05-15,0.14
BLNE,2017-08-14,0.26
BLNE,2017-11-14,0.2
BLNE,2018-04-02,
BLNE,2018-05-14,0.21
BLNE,2018-08-13,0.2
BLNE,2018-11-14,0.29
BLNE,2019-03-28,0.23
BLNE,2019-05-13,0.18
BLNE,2019-08-14,0.2
BLNE,2019-11-14,0.24
BLNE,2020-03-30,0.31
BLNE,2020-05-14,0.28
BLNE,2020-08-13,0.25
BLNE,2020-11-12,0.2
BLNE,2021-03-31,
BLNE,2021-05-13,
BLNE,2021-08-12,
BLNE,2021-11-15,
BLNE,2022-03-30,
BLNE,2022-05-16,0.18
BLNE,2022-08-11,0.17
BLNE,2022-11-14,0.19
BLNE,2023-03-31,
BLNE,2023-05-15,0.12
BLNE,2023-08-14,1.25
BLNE,2023-11-14,1.26
BLNE,2024-04-01,
BLNE,2024-05-13,0.62
BLNE,2024-08-14,0.82
BLNE,2024-11-14,
BLNK,2018-05-16,
BLNK,2018-08-14,
BLNK,2018-11-14,
BLNK,2019-04-01,0.13
BLNK,2019-05-15,0.13
BLNK,2019-08-14,0.13
BLNK,2019-11-13,0.09
BLNK,2020-04-02,
BLNK,2020-05-13,0.09
BLNK,2020-08-13,0.1
BLNK,2020-11-13,0.09
BLNK,2021-03-25,0.11
BLNK,2021-05-13,0.18
BLNK,2021-08-11,0.18
BLNK,2021-11-11,0.24
BLNK,2022-03-10,0.39
BLNK,2022-05-09,0.4
BLNK,2022-08-08,0.36
BLNK,2022-11-08,0.48
BLNK,2023-02-28,0.49
BLNK,2023-05-09,0.46
BLNK,2023-08-08,0.48
BLNK,2023-11-09,0.46
BLNK,2024-03-14,0.4
BLNK,2024-05-09,0.23
BLNK,2024-08-07,0.14
BLNK,2024-11-07,0.17
BLRX,2015-04-13,0.1
BLRX,2015-05-18,0.1
BLRX,2015-08-20,0.1
BLRX,2015-11-16,0.08
BLRX,2016-03-10,0.07
BLRX,2016-05-17,0.08
BLRX,2016-08-11,0.07
BLRX,2016-11-22,0.07
BLRX,2017-03-23,0.08
BLRX,2017-05-25,0.05
BLRX,2017-08-08,0.06
BLRX,2017-11-21,0.05
BLRX,2018-03-06,0.06
BLRX,2018-05-22,0.07
BLRX,2018-08-13,0.06
BLRX,2018-11-08,0.06
BLRX,2019-03-28,0.06
BLRX,2019-05-14,0.05
BLRX,2019-08-06,0.65
BLRX,2019-11-11,0.67
BLRX,2020-03-12,0.64
BLRX,2020-05-20,0.83
BLRX,2020-08-06,0.6
BLRX,2020-11-23,0.36
BLRX,2021-02-23,0.25
BLRX,2021-05-26,0.15
BLRX,2021-08-18,0.12
BLRX,2021-11-18,0.13
BLRX,2022-03-16,0.14
BLRX,2022-05-11,0.15
BLRX,2022-08-16,0.14
BLRX,2022-11-15,0.16
BLRX,2023-03-22,0.14
BLRX,2023-05-24,0.14
BLRX,2023-08-30,0.16
BLRX,2023-11-20,0.18
BLRX,2024-03-26,0.22
BLRX,2024-05-28,0.29
BLRX,2024-08-15,0.08
BLRX,2024-11-25,0.08
BLTE,2023-05-10,0.17
BLTE,2023-08-08,0.24
BLTE,2023-11-13,0.31
BLTE,2024-03-11,0.36
BLTE,2024-05-13,0.34
BLTE,2024-08-09,0.28
BLTE,2024-11-12,0.3
BLUE,2015-02-25,0.62
BLUE,2015-05-06,0.68
BLUE,2015-08-06,0.85
BLUE,2015-11-04,0.98
BLUE,2016-02-24,1.14
BLUE,2016-05-04,1.19
BLUE,2016-08-03,1.43
BLUE,2016-11-02,1.57
BLUE,2017-02-22,1.85
BLUE,2017-05-03,1.72
BLUE,2017-08-02,1.64
BLUE,2017-11-01,1.64
BLUE,2018-02-21,1.64
BLUE,2018-05-02,1.99
BLUE,2018-08-02,2.3
BLUE,2018-11-01,2.88
BLUE,2019-02-21,2.83
BLUE,2019-05-02,2.8
BLUE,2019-08-01,3.03
BLUE,2019-10-31,3.53
BLUE,2020-02-18,3.81
BLUE,2020-05-11,3.94
BLUE,2020-08-05,1.91
BLUE,2020-11-04,3.07
BLUE,2021-02-23,3.02
BLUE,2021-05-05,3.05
BLUE,2021-08-09,3.26
BLUE,2021-11-05,2.72
BLUE,2022-03-04,1.82
BLUE,2022-05-09,1.26
BLUE,2022-08-04,1.31
BLUE,2022-11-07,1.28
BLUE,2023-03-29,0.45
BLUE,2023-05-09,0.54
BLUE,2023-08-08,0.72
BLUE,2023-11-07,0.69
BLUE,2024-09-13,
BLUE,2024-09-27,0.4
BLUE,2024-11-14,0.38
BLX,2015-02-11,0.73
BLX,2015-04-16,0.72
BLX,2015-07-15,0.71
BLX,2015-10-14,0.73
BLX,2016-02-18,0.75
BLX,2016-04-14,
BLX,2016-07-26,
BLX,2016-10-19,0.78
BLX,2017-02-17,0.72
BLX,2017-04-21,0.68
BLX,2017-07-21,0.65
BLX,2017-10-20,0.56
BLX,2018-02-09,0.55
BLX,2018-04-20,0.58
BLX,2018-07-20,0.57
BLX,2018-10-25,0.54
BLX,2019-02-28,0.43
BLX,2019-04-17,0.51
BLX,2019-07-19,0.55
BLX,2019-10-18,0.57
BLX,2020-02-14,
BLX,2020-04-15,
BLX,2020-07-28,
BLX,2020-10-27,
BLX,2021-02-12,
BLX,2021-05-05,
BLX,2021-07-28,
BLX,2021-10-29,
BLX,2022-02-22,
BLX,2022-05-04,
BLX,2022-08-03,
BLX,2022-11-02,
BLX,2023-02-27,
BLX,2023-04-18,
BLX,2023-07-20,
BLX,2023-10-19,
BLX,2024-02-22,
BLX,2024-04-18,
BLX,2024-07-23,
BLX,2024-10-29,
BLZE,2021-12-13,0.18
BLZE,2022-02-17,0.33
BLZE,2022-05-05,0.37
BLZE,2022-08-09,0.39
BLZE,2022-11-09,0.36
BLZE,2023-02-15,0.42
BLZE,2023-05-09,0.46
BLZE,2023-08-08,0.41
BLZE,2023-11-08,0.35
BLZE,2024-02-15,0.34
BLZE,2024-05-08,0.31
BLZE,2024-08-08,0.28
BLZE,2024-11-07,0.25
BMA,2015-02-18,1.5
BMA,2015-05-11,1.73
BMA,2015-08-10,1.72
BMA,2015-11-10,1.82
BMA,2016-02-17,2.25
BMA,2016-04-21,1.74
BMA,2016-08-09,1.77
BMA,2016-11-09,1.61
BMA,2017-02-15,1.62
BMA,2017-05-10,1.86
BMA,2017-08-09,2.11
BMA,2017-11-08,2.33
BMA,2018-02-19,2.31
BMA,2018-05-15,2.44
BMA,2018-08-22,2.14
BMA,2018-11-27,1.4
BMA,2019-03-08,1.84
BMA,2019-05-09,2.03
BMA,2019-08-07,2.16
BMA,2019-11-08,2.05
BMA,2020-02-19,2.46
BMA,2020-06-08,2.26
BMA,2020-08-31,2.12
BMA,2020-11-30,1.07
BMA,2021-03-10,1.01
BMA,2021-05-27,0.65
BMA,2021-08-13,0.48
BMA,2021-11-24,1.06
BMA,2022-02-23,0.77
BMA,2022-05-23,0.57
BMA,2022-08-24,0.62
BMA,2022-11-23,0.58
BMA,2023-02-23,1.24
BMA,2023-05-17,0.78
BMA,2023-08-23,2.94
BMA,2023-11-22,1.32
BMA,2024-05-23,2.19
BMA,2024-08-22,1.49
BMA,2024-11-27,2.21
BMBL,2021-03-10,0.12
BMBL,2021-05-12,0.03
BMBL,2021-08-11,0.02
BMBL,2021-11-10,0.03
BMBL,2022-03-08,0.04
BMBL,2022-05-11,0.01
BMBL,2022-08-10,0.01
BMBL,2022-11-09,0.0
BMBL,2023-02-22,0.01
BMBL,2023-05-04,0.0
BMBL,2023-08-08,0.03
BMBL,2023-11-07,0.07
BMBL,2024-02-27,0.12
BMBL,2024-05-08,0.07
BMBL,2024-08-07,0.15
BMBL,2024-11-06,0.2
BMBL,2025-02-18,0.18
BMEA,2021-05-27,0.14
BMEA,2021-08-11,0.22
BMEA,2021-11-03,0.4
BMEA,2022-02-28,0.45
BMEA,2022-05-16,0.53
BMEA,2022-08-01,0.6
BMEA,2022-11-07,0.65
BMEA,2023-03-28,0.81
BMEA,2023-05-02,0.8
BMEA,2023-07-31,0.86
BMEA,2023-10-30,0.83
BMEA,2024-04-01,
BMEA,2024-05-02,1.02
BMEA,2024-07-31,1.03
BMEA,2024-10-29,1.05
BMI,2015-02-05,0.43
BMI,2015-04-20,0.4
BMI,2015-07-20,0.74
BMI,2015-10-19,0.66
BMI,2016-02-04,0.47
BMI,2016-04-18,0.44
BMI,2016-07-20,0.67
BMI,2016-10-17,0.33
BMI,2017-02-06,0.23
BMI,2017-04-19,0.26
BMI,2017-07-20,0.35
BMI,2017-10-16,0.35
BMI,2018-02-05,0.23
BMI,2018-04-17,0.39
BMI,2018-07-18,0.4
BMI,2018-10-17,0.41
BMI,2019-02-05,0.38
BMI,2019-04-17,0.36
BMI,2019-07-18,0.47
BMI,2019-10-17,0.42
BMI,2020-02-05,0.42
BMI,2020-04-16,0.4
BMI,2020-07-16,0.36
BMI,2020-10-16,0.4
BMI,2021-01-29,0.45
BMI,2021-04-20,0.43
BMI,2021-07-20,0.48
BMI,2021-10-15,0.48
BMI,2022-01-28,0.44
BMI,2022-04-19,0.51
BMI,2022-07-20,0.53
BMI,2022-10-19,0.6
BMI,2023-01-27,0.6
BMI,2023-04-20,0.59
BMI,2023-07-20,0.67
BMI,2023-10-19,0.76
BMI,2024-01-26,0.8
BMI,2024-04-18,0.85
BMI,2024-07-19,0.98
BMI,2024-10-17,1.02
BMI,2025-01-31,1.01
BMO,2015-02-24,1.46
BMO,2015-05-27,1.36
BMO,2015-08-25,1.35
BMO,2015-12-01,1.32
BMO,2016-02-23,1.28
BMO,2016-05-25,1.29
BMO,2016-08-23,1.38
BMO,2016-12-06,1.38
BMO,2017-02-28,1.39
BMO,2017-05-24,1.4
BMO,2017-08-29,1.57
BMO,2017-12-05,1.58
BMO,2018-02-27,1.66
BMO,2018-05-30,1.67
BMO,2018-08-28,1.75
BMO,2018-12-04,1.75
BMO,2019-02-26,1.7
BMO,2019-05-29,1.69
BMO,2019-08-27,1.86
BMO,2019-12-03,1.82
BMO,2020-02-25,1.77
BMO,2020-05-27,0.94
BMO,2020-08-25,1.17
BMO,2020-12-01,1.48
BMO,2021-02-23,1.66
BMO,2021-05-26,2.18
BMO,2021-08-24,2.32
